 { -1/6 , 5*sqrt(3)/6 }
 { -7/16 - sqrt(5)/8 + sqrt(165)/16 , -7*sqrt(11)/16 - sqrt(15)/16 + 7*sqrt(3)/24 }
 { -sqrt(165)/16 + sqrt(5)/8 + 7/16 , -7*sqrt(3)/24 + sqrt(15)/16 + 7*sqrt(11)/16 }
 { -7*sqrt(33)/32 - sqrt(165)/32 + 7/32 + 5*sqrt(5)/32 , -3*sqrt(55)/32 - 35*sqrt(3)/96 + sqrt(15)/32 + 7*sqrt(11)/32 }
 { -sqrt(165)/32 - 7/32 + 5*sqrt(5)/32 + 7*sqrt(33)/32 , -35*sqrt(3)/96 - sqrt(15)/32 + 3*sqrt(55)/32 + 7*sqrt(11)/32 }
 { -7*sqrt(33)/32 - 5*sqrt(5)/32 + 7/32 + sqrt(165)/32 , -7*sqrt(11)/32 - 3*sqrt(55)/32 + sqrt(15)/32 + 35*sqrt(3)/96 }
 { -5*sqrt(5)/32 - 7/32 + sqrt(165)/32 + 7*sqrt(33)/32 , -7*sqrt(11)/32 - sqrt(15)/32 + 35*sqrt(3)/96 + 3*sqrt(55)/32 }
 { -sqrt(165)/16 - 7/16 + sqrt(5)/8 , -7*sqrt(3)/24 - sqrt(15)/16 + 7*sqrt(11)/16 }
 { -sqrt(5)/8 + 7/16 + sqrt(165)/16 , -7*sqrt(11)/16 + sqrt(15)/16 + 7*sqrt(3)/24 }
 { -21/32 + 3*sqrt(5)/32 + sqrt(165)/32 + 7*sqrt(33)/96 , -7*sqrt(11)/32 - 7*sqrt(3)/32 - 3*sqrt(15)/32 + sqrt(55)/32 }
 { -7*sqrt(33)/96 + 3*sqrt(5)/32 + sqrt(165)/32 + 21/32 , -7*sqrt(11)/32 - 7*sqrt(3)/32 - sqrt(55)/32 + 3*sqrt(15)/32 }
 { -21/32 - sqrt(165)/32 - 3*sqrt(5)/32 + 7*sqrt(33)/96 , -3*sqrt(15)/32 + sqrt(55)/32 + 7*sqrt(3)/32 + 7*sqrt(11)/32 }
 { -7*sqrt(33)/96 - sqrt(165)/32 - 3*sqrt(5)/32 + 21/32 , -sqrt(55)/32 + 3*sqrt(15)/32 + 7*sqrt(3)/32 + 7*sqrt(11)/32 }
 { -21/32 - 7*sqrt(33)/96 - 3*sqrt(5)/32 + sqrt(165)/32 , -7*sqrt(11)/32 - 3*sqrt(15)/32 - sqrt(55)/32 + 7*sqrt(3)/32 }
 { -sqrt(165)/32 + 3*sqrt(5)/32 + 7*sqrt(33)/96 + 21/32 , -7*sqrt(3)/32 + sqrt(55)/32 + 3*sqrt(15)/32 + 7*sqrt(11)/32 }
 { -7*sqrt(33)/48 + 3*sqrt(5)/16 , -7*sqrt(3)/16 - sqrt(55)/16 }
 { 3*sqrt(5)/16 + 7*sqrt(33)/48 , -7*sqrt(3)/16 + sqrt(55)/16 }
 { -7*sqrt(33)/48 - 3*sqrt(5)/16 , -sqrt(55)/16 + 7*sqrt(3)/16 }
 { -3*sqrt(5)/16 + 7*sqrt(33)/48 , sqrt(55)/16 + 7*sqrt(3)/16 }
 { -21/32 - 7*sqrt(33)/96 - sqrt(165)/32 + 3*sqrt(5)/32 , -7*sqrt(3)/32 - 3*sqrt(15)/32 - sqrt(55)/32 + 7*sqrt(11)/32 }
 { -3*sqrt(5)/32 + sqrt(165)/32 + 7*sqrt(33)/96 + 21/32 , -7*sqrt(11)/32 + sqrt(55)/32 + 3*sqrt(15)/32 + 7*sqrt(3)/32 }
 { -7/16 - sqrt(5)/16 + sqrt(165)/16 + 7*sqrt(33)/48 , -7*sqrt(11)/16 - sqrt(15)/16 + 7*sqrt(3)/48 + sqrt(55)/16 }
 { -sqrt(165)/16 + sqrt(5)/8 + 7*sqrt(33)/48 , -7*sqrt(3)/24 + sqrt(55)/16 + 7*sqrt(11)/16 }
 { -7*sqrt(33)/48 - sqrt(5)/8 + sqrt(165)/16 , -7*sqrt(11)/16 - sqrt(55)/16 + 7*sqrt(3)/24 }
 { -sqrt(5)/8 + sqrt(165)/16 + 7*sqrt(33)/48 , -7*sqrt(11)/16 + sqrt(55)/16 + 7*sqrt(3)/24 }
 { -7*sqrt(33)/48 - sqrt(165)/16 + sqrt(5)/16 + 7/16 , -sqrt(55)/16 - 7*sqrt(3)/48 + sqrt(15)/16 + 7*sqrt(11)/16 }
 { -sqrt(165)/16 - 7/16 + sqrt(5)/16 + 7*sqrt(33)/48 , -7*sqrt(3)/48 - sqrt(15)/16 + sqrt(55)/16 + 7*sqrt(11)/16 }
 { -7*sqrt(33)/48 - sqrt(5)/16 + 7/16 + sqrt(165)/16 , -7*sqrt(11)/16 - sqrt(55)/16 + sqrt(15)/16 + 7*sqrt(3)/48 }
 { -7*sqrt(33)/48 - sqrt(165)/16 + sqrt(5)/8 , -7*sqrt(3)/24 - sqrt(55)/16 + 7*sqrt(11)/16 }
 { -7*sqrt(33)/24 + sqrt(5)/16 + 7/16 , -sqrt(55)/8 - 7*sqrt(3)/48 + sqrt(15)/16 }
 { -7/16 - sqrt(5)/16 + 7*sqrt(33)/24 , -sqrt(15)/16 + 7*sqrt(3)/48 + sqrt(55)/8 }
 { -7*sqrt(33)/24 - sqrt(5)/16 + 7/16 , -sqrt(55)/8 + sqrt(15)/16 + 7*sqrt(3)/48 }
 { -7/16 + sqrt(5)/16 + 7*sqrt(33)/24 , -7*sqrt(3)/48 - sqrt(15)/16 + sqrt(55)/8 }
 { -7*sqrt(33)/96 - sqrt(165)/32 - 7/32 - 3*sqrt(5)/32 , -sqrt(55)/32 - sqrt(15)/32 + 7*sqrt(3)/32 + 7*sqrt(11)/32 }
 { -sqrt(165)/32 - 3*sqrt(5)/32 + 7/32 + 7*sqrt(33)/96 , sqrt(15)/32 + sqrt(55)/32 + 7*sqrt(3)/32 + 7*sqrt(11)/32 }
 { -7*sqrt(33)/96 - 7/32 + 3*sqrt(5)/32 + sqrt(165)/32 , -7*sqrt(11)/32 - 7*sqrt(3)/32 - sqrt(55)/32 - sqrt(15)/32 }
 { 3*sqrt(5)/32 + 7/32 + sqrt(165)/32 + 7*sqrt(33)/96 , -7*sqrt(11)/32 - 7*sqrt(3)/32 + sqrt(15)/32 + sqrt(55)/32 }
 { 7/16 + 7*sqrt(33)/48 , sqrt(15)/16 + sqrt(55)/16 }
 { -7*sqrt(33)/48 - 7/16 , -sqrt(55)/16 - sqrt(15)/16 }
 { -7*sqrt(33)/96 + 7/32 + 5*sqrt(5)/32 + sqrt(165)/32 , -7*sqrt(11)/32 - 35*sqrt(3)/96 - sqrt(55)/32 + sqrt(15)/32 }
 { -7/32 + 5*sqrt(5)/32 + sqrt(165)/32 + 7*sqrt(33)/96 , -7*sqrt(11)/32 - 35*sqrt(3)/96 - sqrt(15)/32 + sqrt(55)/32 }
 { -7*sqrt(33)/96 - sqrt(165)/32 - 5*sqrt(5)/32 + 7/32 , -sqrt(55)/32 + sqrt(15)/32 + 35*sqrt(3)/96 + 7*sqrt(11)/32 }
 { -sqrt(165)/32 - 5*sqrt(5)/32 - 7/32 + 7*sqrt(33)/96 , -sqrt(15)/32 + sqrt(55)/32 + 35*sqrt(3)/96 + 7*sqrt(11)/32 }
 { sqrt(5)/8 + 7/16 + 7*sqrt(33)/48 , -7*sqrt(3)/24 + sqrt(15)/16 + sqrt(55)/16 }
 { sqrt(5)/32 + sqrt(165)/32 + 7*sqrt(33)/96 + 21/32 , -7*sqrt(11)/32 - 7*sqrt(3)/96 + sqrt(55)/32 + 3*sqrt(15)/32 }
 { -7*sqrt(33)/48 - 7/16 + sqrt(5)/8 , -7*sqrt(3)/24 - sqrt(55)/16 - sqrt(15)/16 }
 { -21/32 - 7*sqrt(33)/96 + sqrt(5)/32 + sqrt(165)/32 , -7*sqrt(11)/32 - 3*sqrt(15)/32 - sqrt(55)/32 - 7*sqrt(3)/96 }
 { -7*sqrt(33)/48 - 7/16 - sqrt(5)/8 , -sqrt(55)/16 - sqrt(15)/16 + 7*sqrt(3)/24 }
 { -21/32 - 7*sqrt(33)/96 - sqrt(165)/32 - sqrt(5)/32 , -3*sqrt(15)/32 - sqrt(55)/32 + 7*sqrt(3)/96 + 7*sqrt(11)/32 }
 { -sqrt(5)/8 + 7/16 + 7*sqrt(33)/48 , sqrt(15)/16 + sqrt(55)/16 + 7*sqrt(3)/24 }
 { -sqrt(165)/32 - sqrt(5)/32 + 7*sqrt(33)/96 + 21/32 , 7*sqrt(3)/96 + sqrt(55)/32 + 3*sqrt(15)/32 + 7*sqrt(11)/32 }
 { -7/16 + sqrt(165)/16 , -7*sqrt(11)/16 - sqrt(15)/16 }
 { 7/16 + sqrt(165)/16 , -7*sqrt(11)/16 + sqrt(15)/16 }
 { -sqrt(165)/16 - 7/16 , -sqrt(15)/16 + 7*sqrt(11)/16 }
 { 7/16 - sqrt(165)/16 , sqrt(15)/16 + 7*sqrt(11)/16 }
 { -7*sqrt(33)/32 - sqrt(165)/32 - 3*sqrt(5)/32 + 7/32 , -3*sqrt(55)/32 + sqrt(15)/32 + 7*sqrt(3)/32 + 7*sqrt(11)/32 }
 { -7*sqrt(33)/32 + 3*sqrt(5)/32 + 7/32 + sqrt(165)/32 , -7*sqrt(11)/32 - 3*sqrt(55)/32 - 7*sqrt(3)/32 + sqrt(15)/32 }
 { -7/32 + 3*sqrt(5)/32 + sqrt(165)/32 + 7*sqrt(33)/32 , -7*sqrt(11)/32 - 7*sqrt(3)/32 - sqrt(15)/32 + 3*sqrt(55)/32 }
 { -sqrt(165)/32 - 7/32 - 3*sqrt(5)/32 + 7*sqrt(33)/32 , -sqrt(15)/32 + 7*sqrt(3)/32 + 3*sqrt(55)/32 + 7*sqrt(11)/32 }
 { -3*sqrt(5)/32 + 7/32 + sqrt(165)/32 + 7*sqrt(33)/32 , -7*sqrt(11)/32 + sqrt(15)/32 + 7*sqrt(3)/32 + 3*sqrt(55)/32 }
 { -sqrt(165)/32 + 3*sqrt(5)/32 + 7/32 + 7*sqrt(33)/32 , -7*sqrt(3)/32 + sqrt(15)/32 + 3*sqrt(55)/32 + 7*sqrt(11)/32 }
 { -7*sqrt(33)/32 - sqrt(165)/32 - 7/32 + 3*sqrt(5)/32 , -3*sqrt(55)/32 - 7*sqrt(3)/32 - sqrt(15)/32 + 7*sqrt(11)/32 }
 { -7*sqrt(33)/32 - 7/32 - 3*sqrt(5)/32 + sqrt(165)/32 , -7*sqrt(11)/32 - 3*sqrt(55)/32 - sqrt(15)/32 + 7*sqrt(3)/32 }
 { -7*sqrt(33)/96 + sqrt(165)/32 + 7*sqrt(5)/32 + 21/32 , -49*sqrt(3)/96 - 7*sqrt(11)/32 - sqrt(55)/32 + 3*sqrt(15)/32 }
 { -21/32 + sqrt(165)/32 + 7*sqrt(33)/96 + 7*sqrt(5)/32 , -49*sqrt(3)/96 - 7*sqrt(11)/32 - 3*sqrt(15)/32 + sqrt(55)/32 }
 { -7*sqrt(5)/32 - 7*sqrt(33)/96 - sqrt(165)/32 + 21/32 , -sqrt(55)/32 + 3*sqrt(15)/32 + 7*sqrt(11)/32 + 49*sqrt(3)/96 }
 { -21/32 - 7*sqrt(5)/32 - sqrt(165)/32 + 7*sqrt(33)/96 , -3*sqrt(15)/32 + sqrt(55)/32 + 7*sqrt(11)/32 + 49*sqrt(3)/96 }
 { -35/32 - 7*sqrt(33)/96 - sqrt(165)/32 + sqrt(5)/32 , -5*sqrt(15)/32 - sqrt(55)/32 - 7*sqrt(3)/96 + 7*sqrt(11)/32 }
 { -sqrt(5)/4 + 7/16 + 7*sqrt(33)/48 , sqrt(15)/16 + sqrt(55)/16 + 7*sqrt(3)/12 }
 { 7/16 + sqrt(5)/4 + 7*sqrt(33)/48 , -7*sqrt(3)/12 + sqrt(15)/16 + sqrt(55)/16 }
 { -7*sqrt(33)/48 - sqrt(5)/4 - 7/16 , -sqrt(55)/16 - sqrt(15)/16 + 7*sqrt(3)/12 }
 { -sqrt(5)/32 + sqrt(165)/32 + 7*sqrt(33)/96 + 35/32 , -7*sqrt(11)/32 + 7*sqrt(3)/96 + sqrt(55)/32 + 5*sqrt(15)/32 }
 { -7*sqrt(33)/48 - 7/16 + sqrt(5)/4 , -7*sqrt(3)/12 - sqrt(55)/16 - sqrt(15)/16 }
 { sqrt(5)*(1 - sqrt(33))/32 + 7*sqrt(33)/96 + 35/32 , sqrt(55)/32 + 7*sqrt(3)*(-1 + sqrt(33))/96 + 5*sqrt(15)/32 }
 { -35/32 - 7*sqrt(33)/96 - sqrt(5)*(1 - sqrt(33))/32 , -5*sqrt(15)/32 + 7*sqrt(3)*(1 - sqrt(33))/96 - sqrt(55)/32 }
 { -7*sqrt(33)/48 - sqrt(165)/16 , -sqrt(55)/16 + 7*sqrt(11)/16 }
 { sqrt(165)/16 + 7*sqrt(33)/48 , -7*sqrt(11)/16 + sqrt(55)/16 }
 { -sqrt(165)/16 + 7*sqrt(33)/48 , sqrt(55)/16 + 7*sqrt(11)/16 }
 { -7*sqrt(33)/48 + sqrt(165)/16 , -7*sqrt(11)/16 - sqrt(55)/16 }
 { 7*sqrt(33)/24 , sqrt(55)/8 }
 { -7*sqrt(33)/24 , -sqrt(55)/8 }
 { 7/32 + sqrt(165)/32 + 7*sqrt(33)/96 + 7*sqrt(5)/32 , -49*sqrt(3)/96 - 7*sqrt(11)/32 + sqrt(15)/32 + sqrt(55)/32 }
 { -7*sqrt(33)/96 - 7/32 + sqrt(165)/32 + 7*sqrt(5)/32 , -49*sqrt(3)/96 - 7*sqrt(11)/32 - sqrt(55)/32 - sqrt(15)/32 }
 { -7*sqrt(5)/32 - sqrt(165)/32 + 7/32 + 7*sqrt(33)/96 , sqrt(15)/32 + sqrt(55)/32 + 7*sqrt(11)/32 + 49*sqrt(3)/96 }
 { -7*sqrt(5)/32 - 7*sqrt(33)/96 - sqrt(165)/32 - 7/32 , -sqrt(55)/32 - sqrt(15)/32 + 7*sqrt(11)/32 + 49*sqrt(3)/96 }
 { -7/8 - 7*sqrt(33)/48 - sqrt(5)/16 , -sqrt(15)/8 - sqrt(55)/16 + 7*sqrt(3)/48 }
 { 5*sqrt(5)/32 + sqrt(165)/32 + 7*sqrt(33)/96 + 21/32 , -7*sqrt(11)/32 - 35*sqrt(3)/96 + sqrt(55)/32 + 3*sqrt(15)/32 }
 { -21/32 - 7*sqrt(33)/96 - sqrt(165)/32 - 5*sqrt(5)/32 , -3*sqrt(15)/32 - sqrt(55)/32 + 35*sqrt(3)/96 + 7*sqrt(11)/32 }
 { sqrt(5)/16 + 7*sqrt(33)/48 + 7/8 , -7*sqrt(3)/48 + sqrt(55)/16 + sqrt(15)/8 }
 { -sqrt(165)/32 - 5*sqrt(5)/32 + 7*sqrt(33)/96 + 21/32 , sqrt(55)/32 + 3*sqrt(15)/32 + 7*sqrt(3)*(5 + sqrt(33))/96 }
 { -21/32 - 7*sqrt(33)/96 + sqrt(5)*(5 + sqrt(33))/32 , -7*sqrt(3)*(5 + sqrt(33))/96 - 3*sqrt(15)/32 - sqrt(55)/32 }
 { -sqrt(5)/16 + 7*sqrt(33)/48 + 7/8 , 7*sqrt(3)/48 + sqrt(55)/16 + sqrt(15)/8 }
 { -7/8 - 7*sqrt(33)/48 + sqrt(5)/16 , -sqrt(15)/8 - sqrt(55)/16 - 7*sqrt(3)/48 }
 { -7*sqrt(33)/24 + sqrt(5)/8 , -sqrt(55)/8 - 7*sqrt(3)/24 }
 { sqrt(5)/8 + 7*sqrt(33)/24 , -7*sqrt(3)/24 + sqrt(55)/8 }
 { -7*sqrt(33)/24 - sqrt(5)/8 , -sqrt(55)/8 + 7*sqrt(3)/24 }
 { -sqrt(5)/8 + 7*sqrt(33)/24 , 7*sqrt(3)/24 + sqrt(55)/8 }
 { -sqrt(165)/16 + sqrt(5)/16 + 7/16 + 7*sqrt(33)/48 , -7*sqrt(3)/48 + sqrt(15)/16 + sqrt(55)/16 + 7*sqrt(11)/16 }
 { -7*sqrt(33)/48 - 7/16 - sqrt(5)/16 + sqrt(165)/16 , -7*sqrt(11)/16 - sqrt(55)/16 - sqrt(15)/16 + 7*sqrt(3)/48 }
 { -7*sqrt(33)/48 - sqrt(165)/16 - sqrt(5)/16 + 7/16 , -sqrt(55)/16 + sqrt(15)/16 + 7*sqrt(3)/48 + 7*sqrt(11)/16 }
 { -sqrt(165)/16 - 7/16 - sqrt(5)/16 + 7*sqrt(33)/48 , -sqrt(15)/16 + 7*sqrt(3)/48 + sqrt(55)/16 + 7*sqrt(11)/16 }
 { -7*sqrt(33)/48 + sqrt(5)/16 + 7/16 + sqrt(165)/16 , -7*sqrt(11)/16 - sqrt(55)/16 - 7*sqrt(3)/48 + sqrt(15)/16 }
 { -7/16 + sqrt(5)/16 + sqrt(165)/16 + 7*sqrt(33)/48 , -7*sqrt(11)/16 - 7*sqrt(3)/48 - sqrt(15)/16 + sqrt(55)/16 }
 { -7*sqrt(33)/48 - sqrt(165)/16 - 7/16 + sqrt(5)/16 , -sqrt(55)/16 - 7*sqrt(3)/48 - sqrt(15)/16 + 7*sqrt(11)/16 }
 { -sqrt(5)/16 + 7/16 + sqrt(165)/16 + 7*sqrt(33)/48 , -7*sqrt(11)/16 + sqrt(15)/16 + 7*sqrt(3)/48 + sqrt(55)/16 }
